,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
81,Luis Enrique Delgado,Pasto,https://www.fbref.com//en/squads/6466f662/2019/s3927/Rionegro-Stats-Categoria-Primera-A,2019-09-21,Sat,Primera A,Regular season,Home,L 1–2,Rionegro,Once Caldas,Y,GK,90,4,2,2,50.0,0,0,0,0,0,Match Report
82,Luis Enrique Delgado,Pasto,https://www.fbref.com//en/squads/6466f662/2019/s3927/Rionegro-Stats-Categoria-Primera-A,2019-09-27,Fri,Primera A,Regular season,Away,D 1–1,Rionegro,Huila,Y,GK,90,10,1,9,90.0,0,0,0,0,0,Match Report
83,Luis Enrique Delgado,Pasto,https://www.fbref.com//en/squads/6466f662/2019/s3927/Rionegro-Stats-Categoria-Primera-A,2019-10-01,Tue,Primera A,Regular season,Home,W 3–0,Rionegro,Jaguares,Y,GK,90,4,0,4,100.0,1,0,0,0,0,Match Report
84,Luis Enrique Delgado,Pasto,https://www.fbref.com//en/squads/6466f662/2019/s3927/Rionegro-Stats-Categoria-Primera-A,2019-10-06,Sun,Primera A,Regular season,Away,D 1–1,Rionegro,ADU Magdalena,Y,GK,90,5,1,4,80.0,0,0,0,0,0,Match Report
85,Luis Enrique Delgado,Pasto,https://www.fbref.com//en/squads/6466f662/2019/s3927/Rionegro-Stats-Categoria-Primera-A,2019-10-10,Thu,Primera A,Regular season,Home,D 0–0,Rionegro,La Equidad,Y,GK,90,2,0,2,100.0,1,0,0,0,0,Match Report
86,Luis Enrique Delgado,Pasto,https://www.fbref.com//en/squads/6466f662/2019/s3927/Rionegro-Stats-Categoria-Primera-A,2019-10-13,Sun,Primera A,Regular season,Away,L 0–1,Rionegro,Nacional,Y,GK,90,7,1,6,85.7,0,0,0,0,0,Match Report
87,Luis Enrique Delgado,Pasto,https://www.fbref.com//en/squads/6466f662/2019/s3927/Rionegro-Stats-Categoria-Primera-A,2019-10-20,Sun,Primera A,Regular season,Home,L 1–4,Rionegro,AD Cali,Y,GK,90,4,4,0,0.0,0,0,0,0,0,Match Report
88,Luis Enrique Delgado,Pasto,https://www.fbref.com//en/squads/6466f662/2019/s3927/Rionegro-Stats-Categoria-Primera-A,2019-10-24,Thu,Primera A,Regular season,Away,D 3–3,Rionegro,Pasto,Y,GK,90,4,3,1,25.0,0,0,0,0,0,Match Report
89,Alvino Volpi Neto,Pasto,https://www.fbref.com//en/squads/72f9f06e/2019/s3927/Pasto-Stats-Categoria-Primera-A,2019-01-27,Sun,Primera A,Apertura Regular Season,Away,D 1–1,Pasto,Santa Fe,Y,GK,90,2,1,1,50.0,0,0,0,0,0,Match Report
90,Alvino Volpi Neto,Pasto,https://www.fbref.com//en/squads/72f9f06e/2019/s3927/Pasto-Stats-Categoria-Primera-A,2019-01-30,Wed,Primera A,Apertura Regular Season,Home,D 1–1,Pasto,Envigado,Y,GK,90,1,1,0,0.0,0,0,0,0,0,Match Report
91,Alvino Volpi Neto,Pasto,https://www.fbref.com//en/squads/72f9f06e/2019/s3927/Pasto-Stats-Categoria-Primera-A,2019-02-03,Sun,Primera A,Apertura Regular Season,Home,L 1–2,Pasto,Once Caldas,Y,GK,90,3,2,2,66.7,0,1,1,0,0,Match Report
92,Alvino Volpi Neto,Pasto,https://www.fbref.com//en/squads/72f9f06e/2019/s3927/Pasto-Stats-Categoria-Primera-A,2019-02-08,Fri,Primera A,Apertura Regular Season,Away,L 0–1,Pasto,CA Bucaramanga,Y,GK,90,3,1,2,66.7,0,0,0,0,0,Match Report
93,Alvino Volpi Neto,Pasto,https://www.fbref.com//en/squads/72f9f06e/2019/s3927/Pasto-Stats-Categoria-Primera-A,2019-02-17,Sun,Primera A,Apertura Regular Season,Home,W 4–1,Pasto,Jaguares,Y,GK,90,2,1,2,100.0,0,1,1,0,0,Match Report
94,Alvino Volpi Neto,Pasto,https://www.fbref.com//en/squads/72f9f06e/2019/s3927/Pasto-Stats-Categoria-Primera-A,2019-02-22,Fri,Primera A,Apertura Regular Season,Away,L 0–2,Pasto,Huila,Y,GK,68,1,0,1,100.0,0,0,0,0,0,Match Report
