,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
40,Diego Alejandro Martínez,Boyacá Patriot,https://www.fbref.com//en/squads/b075ba2a/2018/s1765/Boyaca-Patriot-Stats-Categoria-Primera-A,2018-02-04,Sun,Primera A,Apertura Regular Season,Away,W 2–0,Boyacá Patriot,Santa Fe,Y,GK,90,5,0,5,100.0,1,0,0,0,0,Match Report
41,Diego Alejandro Martínez,Boyacá Patriot,https://www.fbref.com//en/squads/b075ba2a/2018/s1765/Boyaca-Patriot-Stats-Categoria-Primera-A,2018-02-11,Sun,Primera A,Apertura Regular Season,Away,L 0–1,Boyacá Patriot,Millonarios,Y,GK,90,1,1,0,0.0,0,0,0,0,0,Match Report
42,Diego Alejandro Martínez,Boyacá Patriot,https://www.fbref.com//en/squads/b075ba2a/2018/s1765/Boyaca-Patriot-Stats-Categoria-Primera-A,2018-02-15,Thu,Primera A,Apertura Regular Season,Home,W 3–1,Boyacá Patriot,Nacional,Y,GK,90,0,1,0,,0,1,1,0,0,Match Report
43,Diego Alejandro Martínez,Boyacá Patriot,https://www.fbref.com//en/squads/b075ba2a/2018/s1765/Boyaca-Patriot-Stats-Categoria-Primera-A,2018-02-18,Sun,Primera A,Apertura Regular Season,Away,L 0–2,Boyacá Patriot,CD América,Y,GK,90,7,2,5,71.4,0,0,0,0,0,Match Report
44,Diego Alejandro Martínez,Boyacá Patriot,https://www.fbref.com//en/squads/b075ba2a/2018/s1765/Boyaca-Patriot-Stats-Categoria-Primera-A,2018-02-24,Sat,Primera A,Apertura Regular Season,Home,W 2–1,Boyacá Patriot,Alianza,Y,GK,90,1,1,0,0.0,0,0,0,0,0,Match Report
45,Diego Alejandro Martínez,Boyacá Patriot,https://www.fbref.com//en/squads/b075ba2a/2018/s1765/Boyaca-Patriot-Stats-Categoria-Primera-A,2018-03-03,Sat,Primera A,Apertura Regular Season,Away,D 0–0,Boyacá Patriot,Jaguares,Y,GK,90,3,0,3,100.0,1,0,0,0,0,Match Report
46,Diego Alejandro Martínez,Boyacá Patriot,https://www.fbref.com//en/squads/b075ba2a/2018/s1765/Boyaca-Patriot-Stats-Categoria-Primera-A,2018-03-08,Thu,Primera A,Apertura Regular Season,Home,W 1–0,Boyacá Patriot,CA Bucaramanga,Y,GK,90,1,0,1,100.0,1,0,0,0,0,Match Report
47,Diego Alejandro Martínez,Boyacá Patriot,https://www.fbref.com//en/squads/b075ba2a/2018/s1765/Boyaca-Patriot-Stats-Categoria-Primera-A,2018-03-14,Wed,Primera A,Apertura Regular Season,Away,D 1–1,Boyacá Patriot,Pasto,Y,GK,90,5,1,4,80.0,0,0,0,0,0,Match Report
48,Diego Alejandro Martínez,Boyacá Patriot,https://www.fbref.com//en/squads/b075ba2a/2018/s1765/Boyaca-Patriot-Stats-Categoria-Primera-A,2018-03-18,Sun,Primera A,Apertura Regular Season,Home,W 1–0,Boyacá Patriot,Envigado,Y,GK,90,3,0,3,100.0,1,0,0,0,0,Match Report
49,Diego Alejandro Martínez,Boyacá Patriot,https://www.fbref.com//en/squads/b075ba2a/2018/s1765/Boyaca-Patriot-Stats-Categoria-Primera-A,2018-03-25,Sun,Primera A,Apertura Regular Season,Away,L 0–2,Boyacá Patriot,Huila,Y,GK,90,6,2,4,66.7,0,0,0,0,0,Match Report
