,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
77,Fernando Monetti,Nacional,2018-03-07,Wed,Primera A,Apertura Regular Season,Home,W 1–0,Nacional,Jaguares,Y,GK,90,1,0,1,100.0,1,0,0,0,0,Match Report
78,Fernando Monetti,Nacional,2018-03-14,Wed,Libertadores,Group stage,Home,W 4–0,co Nacional,ec Delfín SC,Y,GK,90,2,0,2,100.0,1,0,0,0,0,Match Report
79,Fernando Monetti,Nacional,2018-03-17,Sat,Primera A,Apertura Regular Season,Home,W 2–0,Nacional,Pasto,Y,GK,90,2,0,2,100.0,1,0,0,0,0,Match Report
80,Fernando Monetti,Nacional,2018-03-22,Thu,Primera A,Apertura Regular Season,Away,D 0–0,Nacional,CA Bucaramanga,Y,GK,90,5,0,5,100.0,1,0,0,0,0,Match Report
81,Fernando Monetti,Nacional,2018-03-25,Sun,Primera A,Apertura Regular Season,Away,D 2–2,Nacional,Envigado,Y,GK,90,4,2,2,50.0,0,0,0,0,0,Match Report
82,Fernando Monetti,Nacional,2018-03-28,Wed,Primera A,Apertura Regular Season,Home,W 1–0,Nacional,Huila,Y,GK,90,0,0,0,,1,0,0,0,0,Match Report
83,Fernando Monetti,Nacional,2018-04-05,Thu,Libertadores,Group stage,Away,L 0–1,co Nacional,bo Bolívar,Y,GK,90,4,1,3,75.0,0,0,0,0,0,Match Report
84,Fernando Monetti,Nacional,2018-04-08,Sun,Primera A,Apertura Regular Season,Home,W 2–0,Nacional,Independiente,Y,GK,90,4,0,4,100.0,1,0,0,0,0,Match Report
85,Fernando Monetti,Nacional,2018-04-15,Sun,Primera A,Apertura Regular Season,Home,W 1–0,Nacional,Rionegro,Y,GK,90,3,0,3,100.0,1,0,0,0,0,Match Report
86,Fernando Monetti,Nacional,2018-04-21,Sat,Primera A,Apertura Regular Season,Home,W 1–0,Nacional,Once Caldas,Y,GK,90,5,0,5,100.0,1,0,0,0,0,Match Report
87,Fernando Monetti,Nacional,2018-04-24,Tue,Libertadores,Group stage,Home,W 4–1,co Nacional,bo Bolívar,Y,GK,90,3,1,2,66.7,0,0,0,0,0,Match Report
88,Fernando Monetti,Nacional,2018-04-29,Sun,Primera A,Apertura Regular Season,Away,L 0–1,Nacional,La Equidad,Y,GK,90,0,1,0,,0,0,0,0,0,Match Report
89,Fernando Monetti,Nacional,2018-05-02,Wed,Primera A,Apertura Regular Season,Away,W 2–0,Nacional,AD Cali,Y,GK,90,1,0,1,100.0,1,0,0,0,0,Match Report
90,Fernando Monetti,Nacional,2018-05-06,Sun,Primera A,Apertura Regular Season,Home,W 1–0,Nacional,Leones FC,Y,GK,90,4,0,4,100.0,1,0,0,0,0,Match Report
